year,to_country_id,to_country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url,manually_replaced_url
2023,lv,Latvia,Sudden Lights,Aijā,28,,,,,,,,,,,,Andrejs Reinis Zitmanis;Kārlis Matīss Zitmanis;Kārlis Vārtiņš;Mārtiņš Matīss Zemītis,Andrejs Reinis Zitmanis,"Aijā\n\nYou said some words didn't hear you fall asleep\nPeople were talking louder from my TV screen\nI heard them scream it was too dark to see\n\nDon't cry\nI'll try to say the right words at the right times\nSing you lullabies\nPlease, don't wake up\nWake up\n\nUsed to think we live in a world so beautiful\nYou see, I think I don't believe in this stuff anymore\n\nDon't cry\nI'll try to say the right words at the right times\nSing you lullabies\nPlease, don't wake up\nWake up\n\nDon't cry\nI'll try to say the right words at the right times\nSing you lullabies\nPlease, don't wake up\nWake up\n\nPlease don't make me wake\nPleaѕe, don't wake up\nWake up\n\nAijā, aijā\nSaldā miegā\nAijā, aijā\nSаldā miegā",https://youtube.com/watch?v=SEykwl9X9SY,
2023,ge,Georgia,Iru,Echo,29,,,,,,,,,,,,George Kukhianidze,Beni Kadagidze;Iru Khechanovi,"Echo\n\nDays in a row\nI'm thinking, I know\nI've got a big faith\nMy love is my crown\nWill be better way\nWill be better day now\nIt is not a secret\n\nLife is love\nThing is known\nLike in dreams\n\nGoing through the life together\nGoing through the life together\nLike in dreams\n\nDays in a row\nI'm thinking, I know\nI've got a big faith\nMy love is my crown\nWill be better way\nWill be better day now\nIt is not a secret\n\nDays in a row\nI'm thinking, I know\nI've got a big faith\nMy love is my crown\nWill be better way\nWill be better day now\nIt is not a secret\n\nGoing through the life together\nGoing through the life together\n\nDays in a row\nI'm thinking, I know\nI've got a big faith\nMy love is my crown\nWill be better way\nWill be better day now\nIt is not a secret\n\nDays in a row\nI'm thinking, I know\nMy love is not a fake\nThis feeling is lord\nWill be better way\nWill be better day now\nIt is not a secret\n\nMy soul's like a fortress\nI feel I'm progressed\nWords getting worthless\nLove is a wordless\n\nOh…\nWhen life is loved\nLoved…\n\nDays in a row\nI'm thinking, I know\nI've got a big faith\nMy love is my crown\nWill be better way\nWill be better day now\nIt is not а ѕecret",https://youtube.com/watch?v=HNvGZeEQvfc,
2023,gr,Greece,Victor Vernicos,What They Say,30,,,,,,,,,,,,Victor Vernicos,,"What They Say\n\nLate August\nFeet start to shake heart starts to ache\nCan't focus\nPanic I lay on the floor and I hate\nThat I'm holding on\nMy lungs'll break can't stop to make\nMy mind up\nTime starts to rain clouds not afraid\n\nOf the pain they're giving\nAnxious the way I'm breathing\nCan't say that I am longing for\nAnother day to break my spirit\nInsane and I can tell who's winning\nWish this was something I could just ignore\n\nWell you know what they say\nLost souls make sure no one loses their way\nHurt ones can't stand seeing others in pain\nOh I am both now I got too much on my plate\nAnd I save all the others cause for me it's too…\n\nNostalgic mind\nI miss the days when my heart wouldn't ache and\nI'm drowning, time\nQuicksand of life, we don't live to die\nNow I'm tryna, fight\nAll of the lights that leave me so blind\nAs a writer\nBut I'm not an actor no I don't live my own\n\nLife and I hate my feelings\nI'm overwhelmed and heated\nCan't say that I am longing for\nAnother day to break my spirit\nInsane and I can tell who's winning\nWish this was something I could just ignore\n\nWell you know what they say\nLost souls make sure no one loses their way\nHurt ones can't stand seeing others in pain\nOh I am both now I got too much on my plate\nAnd I save all the others cause for me it's too…\n\nWell you know what they say\nLost souls make sure no one loses their way\nHurt ones can't stand seeing others in pain\nOh I am both now I got too much on my plate\nAnd I save all the others cause for me it'ѕ too lаte",https://youtube.com/watch?v=gJSZA0Zh2xU,
2023,ie,Ireland,Wild Youth,We Are One,31,,,,,,,,,,,,Conor O'Donohoe;Edward Porter;Jörgen Elofsson,,"We Are One\n\nWe take our first breath\nAnd then we exhale\nThen we give it all we got\nUntil we fail\n\nWe get back up again\nWe take a look around\nOh, life can be a long road\nBut at least we're not alone\n\nWe might be different, we might be unique\nYou might be a leader, I might be a freak\nAnd we might be different\nBut under the falling sun\n\nTonight we are one\nWe are one\nWhen we rise, we rise like the sun\nWhen we go down, we go down, we go down, we go down\n\nWe take our first step\nAnd then we fall\nBut still we keep on going\nClimbing every wall\n\nWe keep on fighting\nTurning every stone\nAnd life can be a long road\nAt least we're not alone\n\nWe might be different, we might be unique\nYou might be a leader, I might be a freak\nAnd we might be different\nBut under the falling sun\n\nTonight we are one\nWe are one\nWhen we rise, we rise like the sun\nWhen we go down, we go down, we go down\n\nWe are one\n(We might be different, we might be unique)\nWe are one\n(You might be a leader, I might be a freak)\nWhen we rise, we rise like the sun\nWhen we go down, we go down, we go down, we go down\n\nWe are one\n(We might be different, we might be unique)\nYou might be a leader, I might be a freak\nWe might be different, but under the falling ѕun\n\nTonight we аre one",https://youtube.com/watch?v=80-4_rjW10U,
2023,nl,Netherlands,Mia Nicolai & Dion Cooper,Burning Daylight,32,,,,,,,,,,,,Dion Cooper;Duncan Laurence;Jordan Garfield;Loek van der Grinten;Mia Nicolai,,Burning Daylight\n\nI don't find any joy anymore\nFrom the same old cycle\nDon't know what made me happy before\nFrom all to zero\nWhere did I go?\n\nBetween falling and running\nI've been trying to get on my feet in time\nI've never been good at crying\nAlways wanted to be the tough type\n\nI'm sorry I'm just human\nI'm losing myself while chasing highs\nI'm losing myself while chasing highs\nAnd burning daylight\n\nI don't believe in God anymore\n'Cause where did she go?\nI don't know what I've been looking for\nI guess a hero\n\nBetween falling and running\nI've been trying to get on my feet in time\nI've never been good at crying\nAlways wanted to be the tough type\n\nI'm sorry I'm just human\nI'm losing myself while chasing highs\nAnd burning daylight\nI'm scared that I'm falling behind\nI'm losing myself while chasing highs\nI'm losing myself while chasing highѕ\nAnd burning dаylight\n\nGoodbye old life\nGoodbye old life\nGoodbye old life\nGoodbye old life\nGoodbye old life\nGoodbye old life,https://youtube.com/watch?v=3XAsam043OY,
2023,dk,Denmark,Reiley,Breaking My Heart,33,,,,,,,,,,,,Bård Mathias Bonsaksen;Hilda Stenmalm;Reiley;Sivert Hjeltnes Hagtvet,,"Breaking My Heart\n\nDo you remember\nSaid it'd be easier if I was dead\nCause whenever\nYou tryna start something I'm in my head\n\nPink skies, red wine\nI called you mine\nSeptember\nNaked by your side\n\nOn and off\nCouldn't meet me in the middle\nI got lost\nStill thinking 'bout September\n\nIf we could go back to the start\nBet we'd still be falling apart\nI'm not scared to love you\nBut I'm scared of breaking my heart\n\nIf we could go back to the start\nBet we'd still be falling apart\nI'm not scared to love you\nBut I'm scared of breaking my heart\n\nNow I remember\nI used to tell you all my deepest fears\nWhen fighting\nYou used 'em just to force some tears\n\nPink skies\nJust like when we were fine\nIn September\nNow I'm crying by your side\n\nOn and off\nCouldn't meet me in the middle\nI got lost\nStill thinking 'bout September\n\nIf we could go back to the start\nBet we'd still be falling apart\nI'm not scared to love you\nBut I'm scared of breaking my heart\n\nIf we could go back to the start\nBet we'd still be falling apart\nI'm not scared to love you\nBut I'm scared of breaking my heart\n\nIf we'd go back to the start\nYou'd still be breaking my heart\nIf we'd go back to the start\nYou'd still be breaking my heart\n\nOn and off\nCouldn't meet me in the middle\nI got lost\nStill thinking 'bout September\n\nIf we could go back to the start\nBet we'd still be falling apart\nI'm not scared to love you\nBut I'm scared of breaking my heart\n\nIf we could go back to the start\nBet we'd still be falling apart\nI'm not scared to love you\nBut I'm scared of breaking my heart\n\nIf we'd go back to the start\nYou'd still be breaking my heart\nIf we'd go back to the start\nYou'd still be breaking my heart\nIf we'd go back to the start\nYou'd still be breaking my heart\nIf we'd go back to the start\nYou'd ѕtill be breaking my heаrt",https://youtube.com/watch?v=XVZvzZF1JOk,
2023,az,Azerbaijan,TuralTuranX,Tell Me More,34,,,,,,,,,,,,Nihad Aliyev;Tunar Tağiyev;Tural Bağmanov;Turan Bağmanov,Tural Bağmanov;Turan Bağmanov,"Tell Me More\n\nYour call has been forwarded to an automatic voice message system\nPlease record your message\n\nAh, I don't know where you are\nOr what you're up to\nI kinda miss you girl right now\nYou know, the old days and stuff?\nI want you to be here, with me\nJust call me back when you get this message okay?\n\nTell me more about me, you, us\nTell me you love me, baby\nMore than I trust\nAnd I just want to know:\nHow do you feel about us\nRight now?\n\nI don't know if I'm someone or someone is me\nI'm running from the fate and I'm giving up my dream\nI'm carrying all the pain\nAnd the sorrow that's in vain\nAll the games you think I play\nAre my ways of staying sane\n\nI shout it from the hills up high\nI've nothing – only tears to cry\nIf I ever learn again to feel the way I did\nI'll die from the emotions that I kept down for years, baby\n\nTell me more about me, you, us\nTell me you love me, baby\nMore than I trust\nAnd I just want to know:\nHow do you feel about us\nRight now?\n\nI want to buy a land a thousand miles away\nFrom the city that I've never even chosen\nI think the reason why is all because of people\nWho treat you like a fool and make you wonder for the reason\nNow is the time I am passing by the streets\nAnd the places that we used to go to\n\nWe thought we'd be back pretty soon but never did\nAnd distance between you and me gets so damn more\n\nLet me tell you one thing, baby\nIt may change your all thoughts about us\nAnd you won't need to worry again, too\nSo, let me tell you if you're ready\nHear me out, baby: let's go crazy\nI have something that you're looking for\nAnd that is love\nLove\nLove\n\nTell me more about me, you, us\nTell me you love me, baby\nMore than I trust\nAnd I just want to know:\nHow do you feel аbout uѕ\nRight now?",https://youtube.com/watch?v=8BNtaW1IEtA,
2023,mt,Malta,The Busker,Dance (Our Own Party),35,,,,,,,,,,,,David Meilak;Jean Paul Borg;Matthew James Borg;Michael Joe Cini;Sean Meachen,David Meilak,"Dance (Our Own Party)\n\nWait now, can you speak up\nIt's a little bit loud\nI'm a little bit lost, oh\nFogged up\nMight be the drinks\nOr the social tease of anxiety\n\nThe tension\nI'm getting\nThe faces I drew on\nI can't focus\nShould've known this\nWhen the tik gets toking I'm gone\n\nI feel better\nIn my sweater\nGot my stereo\nI'll play you songs you know\n\nBut hey, wait\nWhat you say?\n\nDo you want to dance?\nDo you want to dance?\nDo you want to dance?\nDo you want to dance?\n\nIt's on\nYeah, we go outside\nTake the very first ride\nTry to save our night\nIf you're keen\nI got some indoor shoes\nI can offer you\nGet you in the groove\n\nThe tension is lifting\nAnother moment would've been too much\nThis the real me\nOur own Party\nOur own Party\nOur own Party\n\nI feel better\nIn my sweater\nGaGa Radio\nIs this the song you know?\n\nBut hey, wait\nWhat you say?\n\nDo you want to dance?\nDo you want to dance?\nDo you want to dance?\nDo you want to dance?\n\nI feel better\nIn my sweater\nGaGa Radio\nIs this the song you know?\n\nBut hey\nWhat you ѕay?\n\nDo you want to dance?\nDo you want to dance?\nDo you want to dance?\nDo you want to dance?\nDo you want to dance?\nDo you want to dаnce?",https://youtube.com/watch?v=zVmVt9qmg9g,
2023,ro,Romania,Theodor Andrei,D.G.T. (Off and On),36,,,,,,,,,,,,Luca Udățeanu;Theodor Andrei;Xjahed,Luca De Mezzo;Luca Udățeanu;Theodor Andrei;Xjahed,"D.G.T. (Off and On)\n\nOricât scriu, cu-oricât skill\nPe-orice stil, cât de fin\nEa mă bagă-ntr-un film de mă simt iar copil\nMă învârt gen vinyl\nCă eu vreau să joc în filmul ei, yeah\n\nOricât stau, oricât dau\nOricât vreau, oricât beau\nOrice top, orice toc\nOrice alţii vorbeau\nMie tot nu-mi păsa\nO alegeam şi din mii de femei\n\nCă eu număr, ea se ascunde\nEu o sun, ea nu răspunde\nMeci de box cu-atâtea runde\nŞi ca pe un inel\n\nMă joacă pe degete\nAm încredere\nDa' minte-aşa frumos\nMă-ntoarce pe dos\nCă vorbeşte murdar\nDa' când vrea ea doar\nMinte-aşa uşor\nLasă patul gol\n\nDon't you now, don't you now\nNow don't you just wanna sit right next to me\nFavorite dress on the floor in your dreams\nThe scent of mistake just reminds you of me\nAnd now all of your demons keep screaming my name\n\nTake a little sip of venom, now\nSay you love me\nSay you want me now\nFool me all over again, baby\nLost in your eyes\n\nNights I crave the touch of you\nWondering just what you do\nI'm beggin you I'm on my knees\nTake your clothes off step on me\n\nLost in your bedsheets\nTryna get closer\nWith marks on my neck\nAnd your makeup all over\nPhotos of us, babe\nRemind me still of ya\nKing without a queen\nWhat's another way to get me sober?\n\nOff and on\nLike a radio song (What?)\nMessing me around (Uh)\nTurning upside down (Yeah)\nDirty talking me\nEvery day's a game (Every day's a game)\nLets me sleep alone\nShe plays me like oh\n\nAm încredere\nMinte-aşa frumos\nMă-ntoarce pe dos\nCă vorbeşte murdar\nDa' când vrea ea doar\nMinte-aşa uşor\nLasă patul gol\n\nPe degete\nAm încredere\nMinte-aşa frumos\nMă-ntoarce pe dos\nVorbeşte murdar\nDa' când vrea ea doar\nMinte-aşa uşor\nLaѕă pаtul gol\n\nDegete",https://youtube.com/watch?v=Bf3iPXU1RYU,
2023,sm,San Marino,Piqued Jacks,Like An Animal,37,,,,,,,,,,,,Andrea Lazzeretti;Tommaso Oliveri;Francesco Bini;Marco Sgaramella,,"Like An Animal\n\nC'mon, baby, come and find me\nI can smell you like an animal\nBring the party, Aphrodite, and I'll tease you on the dancefloor\n\nYou have, you have snake eyes\nAnd I get, I get butterflies\nYou have, you have snake eyes\nWith your hips, with your sexy look, you paralyse\nAnd I get, I get butterflies\nIn my ears, in my stomach all the time\n\nCome on baby, come and find me\nI can smell you like an animal\nBring the party, Aphrodite, and I'll chase you on the dance floor\nCome on baby, come and find me\nI can smell you like an animal\nBring the party, Aphrodite, and I'll chase you on the dance floor\n\nYou have, you have a biting tongue\nAnd it gets, it gets me so unstrung\nYou have, you have a biting tongue\nTo tie me up and deviate my inner thoughts\nAnd it gets highly dangerous\nLike a drug in my veins, you are poison\n\nCome on baby, come and find me\nI can smell you like an animal\nBring the party, Aphrodite, and I'll chase you on the dance floor\nCome on baby, come and find me\nI can smell you like an animal\nBring the party, Aphrodite, and I'll chase you on the dance floor\n\nCome on baby (I can smell you like an animal)\nCome on baby (I can smell you like an animal)\n\nThe way, she knows the way\nThe way to turn me on\nThe way, she knowѕ the way\nThe wаy to turn me on",https://youtube.com/watch?v=pIdHjcqyLfo,
2024,ch,Switzerland,Nemo,The Code,1,,21,,1,591,,,226,365,,,Benjamin Jon Alasu;Lasse Midtsian Nymann;Linda Dale;Nemo Mettler,,"The Code\n\nWelcome to the show, let everybody know\nI'm done playing the game, I'll break out of the chains\nYou better buckle up, I'll pour another cup\nThis is my bohème, so drink it up, my friend\n\nUh, uhh\nThis story is my truth\n\nI, I went to hell and back to find myself on track\nI broke the code, oh ohh\nLike ammonites, I just gave it some time\nNow I found paradise\nI broke the code, oh ohh\n\nLet me tell you a tale about life\n'Bout the good and the bad, better hold on tight\nWho decides what's wrong, what's right\nEverything is balance, everything's light\nI got so much on my mind and I been awake all night\nI'm so pumped, I'm so psyched\nIt's bigger than me, I'm getting so hyped, like\n\nUhh\nLet me taste the lows and highs\nUhh\nLet me feel that burning fright\nThis story is my truth\n\nI, I went to hell and back to find myself on track\nI broke the code, oh ohh\nLike ammonites, I just gave it some time\nNow I found paradise\nI broke the code, oh ohh\n\nSomewhere between the 0's and 1's\nThat's where I found my kingdom come\nMy heart beats like a…\nSomewhere between the 0's and 1's\nThat's where I found my kingdom come\nMy heart beats like a drum\n\nI, I went to hell and back to find myself on track\nI broke the code, oh ohh\nLike ammonites, I just gave it some time\nNow I found parаdiѕe\nI broke the code, oh ohh",https://youtube.com/watch?v=CO_qJf-nW0k,
2024,hr,Croatia,Baby Lasagna,Rim Tim Tagi Dim,2,,23,,2,547,,,337,210,,,Marko Purišić,,"Rim Tim Tagi Dim\n\nAy, I'm a big boy now\nI'm ready to leave, ciao, mama, ciao\nAy, I'm a big boy now\nI'm going away and I sold my cow\nBefore I leave, I must confess\nI need a round of decompress\nOne more time for all the good times\nRim tim tagi digi dim tim tim\n\nGonna miss you all but mostly the cat\nGonna miss my hay, gonna miss my bed\nMost of all, I'ma miss the dance\nSo come on y'all, let us prance\n\nNow don't call, don't write\nI'm leavin' with the first light\nDon't cry, but dance\nRim tim tagi digi dim tim tim\n\nThere's no going back\nMy presence fades to black\nYeah, there's no going back\nMy anxiety attacks\nRim tim tagi digi dim tim tagi digi\n\nI hope I find peace in the noise\nWanna become one of them city boys\nThey're all so pretty and so advanced\nMaybe they also know our dance\n\nBye mom, bye dad\nMeow, cat, please meow back\nDon't cry, just dance\nRim tim tagi digi dim tim tim\n\nThere's no going back\nMy presence fades to black\nYeah, there's no going back\nMy anxiety attacks\nRim tim tagi digi dim tim tagi digi\n\nThere's no going back\nMy presence fades to black\nThere's no going back\nMy anxiety attacks\nRim tim tagi digi dim tim tagi digi\n\nThere's no going back\nMy presence fades to black\nYeah, there's no going back\nMy anxiety attackѕ\nRim tim tagi digi dim tim tаgi digi dim",https://youtube.com/watch?v=YIBjarAiAVc,
2024,ua,Ukraine,alyona alyona & Jerry Heil,Teresa & Maria,3,,2,,3,453,,,307,146,,,alyona alyona;Anton Chilibi;Ivan Klymenko;Jerry Heil,,"Teresa & Maria\n\nDzhere-dzhere-dzherelo\nProbyva sobi shliakh\nShcho by shcho by ne bulo\nSvit na yiyi plechakh\n\nMani-mani-manivtsi\nZvyvysti, skeliasti\nAle znai: v tvoyiy rutsi\nTvoye vlasne shchastia\n\nDavai, mala, palai\nI'm not holy, I'm alive\n\nZ namy Mama Tereza i Diva Maria\nBosi, niby po lezu, ishly po zemli\nWith us mama Teresa, Diva Maria\nAll the Divas were born as human beings\n\nZ namy Mama Tereza i Diva Maria\nBosi, niby po lezu, ishly po zemli\nWith us mama Teresa, Diva Maria\nAll the Divas were born as human beings\n\nNavit shche zmalia my shukaly shliakh\nTa zhyttia - petlia, niby dlia tykh khto padaie\nNa svoikh plechakh shche male divcha\nNese z boliu chan i vbacha, shcho to vada ye\nZnovu ne taka, to nadto miaka\nOdiah na kistkakh, holiaka chy to pid vinets\nDe tvoie dytia? Shcho tvoie zhyttia?\nTa roky zh letiat! I zatiam: skoro vzhe kinets\nI khai khtos khoche aby my zlamalys\nKhai buva v tobi zariadu\nNe po likot, a po palets\nI khai khtos khova za posmishkoiu\nNenavyst i zazdrist\nKoly ty puskayesh v sertse hniv\nDobra y liubovi zamist\nAle v nebi ye sviati\nYikh nohy bachyly tsyu zemlyu, znayesh\nTviy ternystyi shliakh\nSame tomu ye ne daremno\nI khai bude duzhe strashno y temno\nI chasom ne lehko\nTa z toboyu zavzhdy budut\nZ neba sliduvaty predky\n\nZ namy Mama Tereza i Diva Maria\nBosi, niby po lezu, ishly po zemli\nWith us mama Teresa, Diva Maria\nAll the Divas were born as human beings\n\nZ namy Mama Tereza i Diva Maria\nBosi, niby po lezu, yshly po zemli\nWith us mama Teresa, Diva Maria\nAll the Divas were born as humаn beingѕ",https://youtube.com/watch?v=d4N82wPpdg8,
2024,fr,France,Slimane,Mon amour,4,,25,,4,445,,,227,218,,,Meïr Salah;Slimane;Yaacov Salah,Slimane,"Mon amour\n\nMon amour\nDis-moi à quoi tu penses\nSi tout ça a un sens\nDésolé si je te dérange\n\nMon amour\nTe souviens-tu de nous ?\nDu premier rendez-vous ?\nC'était beau, c'était fou\n\nJe t'aime\nJ'sais pas pourquoi\nJe rejoue la scène\nMais c'est toujours la même fin qui recommence\nTu n'entends pas\nMa peine, on en fait quoi ?\nEst-ce que tu m'aimes ou pas ?\n\nMon amour\nJe ferai tout ce que je peux\nUn océan dans le feu\nL'impossible si tu le veux\n\nOh Mon amour\nAllez reviens à Paris\nFais-le pour nous je t'en supplie\nJe le promets j'ai compris\n\nJe t'aime\nJ'sais pas pourquoi\nJe rejoue la scène\nMais c'est toujours la même fin qui recommence\nTu n'entends pas\nMa peine, on en fait quoi ?\nEst-ce que tu m'aimes ou pas ?\n\nDis-moi l'endroit, je t'attendrai\nEt si tu ne viens pas, je t'attendrai\nC'est bête je sais, je le ferai\nRempli d'espoir je t'attendrai\n\nJe t'aime\nJ'sais pas pourquoi\nJe rejoue la scène\nMais c'est toujours la même fin qui recommence\nTu n'entends pas\nMa peine, on en fait quoi ?\nEst-ce que tu m'aimes\n\nEst-ce que tu m'aimes ?\nEst-ce que tu m'aimes ?\nEst-ce que tu m'aimes ?\nOu pаѕ ?",https://youtube.com/watch?v=-XyLecY2JyE,
2024,il,Israel,Eden Golan,Hurricane,5,,6,,5,375,,,323,52,,,Keren Peles;Stav Beger,Avi Ohayon;Keren Peles,"Hurricane\n\nWriter of my symphony\nPlay with me\nLook into my eyes and see\nPeople walk away but never say goodbye\n\nSomeone stole the moon tonight\nTook my light\nEverything is black and white\nWho's the fool who told you boys don't cry?\n\nHours and hours, empowers\nLife is no game but it's ours\nWhile the time goes wild\n\nEveryday I'm losing my mind\nHolding on in this mysterious ride\nDancing in the storm\nI got nothing to hide\nTake it all and leave the world behind\n\nBaby promise me you'll hold me again\nI'm still broken from this hurricane\nThis hurricane\n\nLiving in a fantasy, ecstasy\nEverything is meant to be\nWe shall pass but love will never die\n\nHours and hours, empowers\nLife is no game but it's ours\nWhile the time goes wild\n\nEveryday I'm losing my mind\nHolding on in this mysterious ride\nDancing in the storm\nI got nothing to hide\nTake it all and leave the world behind\n\nBaby promise me you'll hold me again\nI'm still broken from this hurricane\nThis hurricane\n\nThis hurricane\n\nלא צריך מילים גדולות\nLo tzarich milim gdolot\nרק תפילות\nRak tfilot\nאפילו אם קשה לראות\nAfilu im kashe lir'ot\nתמיד אתה משאיר לי\nTamid ata mash'ir li\nאור אחד קטן\nOr echad katan",https://youtube.com/watch?v=K60BWlEhtAA,
2024,ie,Ireland,Bambie Thug,Doomsday Blue,6,,10,,6,278,,,136,142,,,Bambie Ray Robinson;Olivia Cassy Brooking;Sam Matlock;Tyler Ryder,,"Doomsday Blue\n\nAvada Kadavra, I speak to destroy\nThe feelings I have I cannot avoid\nThrough twisted tongues a hex deployed on you\nThat all the pretties in your bed escape your hands and make you sad\nAnd all the things you wish you had, you lose\n\nI, I, I know you're living a lie\nI, I, I see the scars in your eyes\nI, I, I know you're living a lie\nI, I\n\nI guess you'd rather have a star than the moon\nI guess I always overestimate you\nHoodoo all the things that you do\nI'm down, down in my doomsday blue\n\nI, I, I know you're living a lie\nI, I, I know you're living a lie\n\nAvada Kadavra, the thoughts in my head\nThe places I touch when lying in bed\nThe visions of you the words that you said, undo\nMy heartbeat buried in the ground and to the strings I bind you're bound\nSo when you sleep you'll hear my sound\n\nI, I, I know you're living a lie\nI, I, I see the scars in your eyes\nI, I, I know you're living a lie\nI, I\n\nI guess you'd rather have a star than the moon\nI guess I always overestimate you\nHoodoo all the things that you do\nI'm down, down in my doomsday blue\nI guess you'd rather have a star than the moon\nI guess I always overestimate you\nHoodoo all the things that you do\nI'm down, down in my doomsday blue\n\nFor your romance I'd beg, steal and borrow\nIt's draining me hollow, you\nYou could slow dance me out of my sorrow\nBut your favourite colour compared to the others is doom\nDoomsday blue\n\nBlue\nBlue\nBlue\nBlue\nAvada Kadavra, I speаk to deѕtroy",https://youtube.com/watch?v=UMq8ofCstMQ,
2024,it,Italy,Angelina Mango,La noia,7,,15,,7,268,,,104,164,,,Angelina Mango;Dario Faini;Francesca Calearo,Angelina Mango;Francesca Calearo,"La noia\n\nQuanti disegni ho fatto\nRimango qui e li guardo\nNessuno prende vita\nQuesta pagina è pigra\nVado di fretta\n\nE mi hanno detto che la vita è preziosa\nIo la indosso a testa alta sul collo\nLa mia collana non ha perle di saggezza\nA me hanno dato le perline colorate\nPer le bimbe incasinate con i traumi\nDa snodare piano piano con l'età\nEppure sto una Pasqua guarda zero drammi\nQuasi quasi cambio di nuovo città\nChe a stare ferma a me mi viene\nA me mi viene\n\nLa noia\nLa noia\nLa noia\nLa noia\n\nMuoio senza morire\nIn questi giorni usati\nVivo senza soffrire\nNon c'è croce più grande\nNon ci resta che ridere in queste notti bruciate\nUna corona di spine sarà il dress-code per la mia festa\n\nÈ la cumbia* della noia\nÈ la cumbia della noia\nTotal\nAh, è la cumbia della noia\nLa cumbia della noia\nTotal\n\nQuanta gente nelle cose vede il male\nViene voglia di scappare come iniziano a parlare\nE vorrei dirgli che sto bene ma poi mi guardano male\nAllora dico che è difficile campare\nBusiness parli di business\nIntanto chiudo gli occhi per firmare i contratti\nPrincess ti chiama princess\nAllora adesso smettila di lavare i piatti\n\nMuoio senza morire\nIn questi giorni usati\nVivo senza soffrire\nNon c'è croce più grande\nNon ci resta che ridere in queste notti bruciate\nUna corona di spine sarà il dress-code per la mia festa\n\nÈ la cumbia della noia\nÈ la cumbia della noia\nTotal\nAh, è la cumbia della noia\nLa cumbia della noia\nTotal\n\nAllora scrivi canzoni?\nSi, le canzoni d'amore\nE non ti voglio annoiare\nMa qualcuno le deve cantare\nCumbia, ballo la cumbia\nSe rischio di inciampare almeno fermo la noia\nQuindi faccio una festa, faccio una festa\nPerché è l'unico modo per fermare\nPer fermare\nPer fermare, ah\n\nLa noia\nLa noia\nLa noia\nLa noia\n\nMuoio perché morire\nRende i giorni più umani\nVivo perché soffrire\nFa le gioie più grandi\nNon ci resta che ridere in queste notti bruciate\nUna corona di spine\nSarà il dress-code per la mia feѕta\n\nÈ la cumbia della noia\nÈ la cumbia della noia\nTotal\nAh, è la cumbia della noia\nLa cumbia della noia\nTotal\nTotаl",https://youtube.com/watch?v=zp1FXHjkjpQ,
2024,am,Armenia,Ladaniva,Jako,8,,19,,8,183,,,82,101,,,Audrey Leclercq;Jaklin Baghdasaryan;Louis Thomas,Jaklin Baghdasaryan;Louis Thomas,"Jako\n\nLa la la…\n\nIndz asum yen. «Jako՛, k'ez khelok' pahi՛\nShat mi՛ khosa\nShat sus el mi՛ nsti\nHagi՛, bats'i՛, p'aki՛\nAghjka pes k'ez pahi՛»\nYes aghjik yem azat\nYes kparem, du el nayi՛\n\nLa la la…\n\nAri՛, ari՛, ari՛ du indz miats'i՛\nMek a, mek a, mek a, ov inch' kasi\nEli, eli, eli zhamin ch'enk' nayi\nHeli՛, heli՛, heli՛ boyid matagh\nVe՛r katѕ', pari՛\n\nLa la lа…",https://youtube.com/watch?v=hAYXDoZzAyE,
2024,se,Sweden,Marcus & Martinus,Unforgettable,9,,1,,9,174,,,49,125,,,Jimmy Joker;Joy Deb;Linnea Deb;Marcus Gunnarsen;Martinus Gunnarsen,,"Unforgettable\n\nShe comes alive at night\nWhen her prey's asleep\nMake your eyes go blind\nAnd now you're in too deep\n\nShe's gonna chew you up\nAnd leave you empty, hollow\nThen she'll spit you out\nAnyway I follow\n\nShe's gonna hurt you bad\nBut it feels so good\nI don't care\nNo I don't care\n\nYou better know she's dangerous\nShe is unforgettable\nAnd it feels so good it hurts\nShe is unforgettable\n\nWhoah\n\nShe's unforgettable\nShe's unforgettable\nShe's unforgettable\n\nHer love is venomous\nIt's getting serious\n\nShe's gonna chew you up\nAnd leave you empty, hollow\nThen she'll spit you out\nAnyway I follow\n\nShe's gonna hurt you bad\nBut it feels so good\nI don't care\nNo I don't care\n\nYou better know she's dangerous\nShe is unforgettable (unforgettable)\nAnd it feels so good it hurts\nShe is unforgettable\n\nWhoah\n\nShe's unforgettable\nShe's unforgettable\nShe's unforgettable\n\nHer love\nIs dangerous\nAnd know it\nIt's venomous\nCause I feel it\nInside of me\nShe's unforgettable\n\nHer love\nIs dangerous\nAnd know it\nIt's venomous\nCause I feel it\nInside of me\n\nShe'ѕ unforgettаble",https://youtube.com/watch?v=DcZpzObYzxs,
