person_a,person_a_role,person_b,person_b_role,year,country,performance_id
Brian Kennedy,artist,Brian Kennedy,writers,2006,IE,2006-ie
Brian Kennedy,artist,Una Healy,backings,2006,IE,2006-ie
Brian Kennedy,writers,Una Healy,backings,2006,IE,2006-ie
Sibel Tüzün,artist,Sibel Tüzün,writers,2006,TR,2006-tr
Sibel Tüzün,artist,Scott Marshall,backings,2006,TR,2006-tr
Sibel Tüzün,writers,Scott Marshall,backings,2006,TR,2006-tr
Elena Risteska,artist,Darko Dimitrov,composers,2006,MK,2006-mk
Elena Risteska,artist,Rade Vrčakovski,lyricists,2006,MK,2006-mk
Elena Risteska,artist,Mirjana Popaleksova,backings,2006,MK,2006-mk
Darko Dimitrov,composers,Rade Vrčakovski,lyricists,2006,MK,2006-mk
Darko Dimitrov,composers,Mirjana Popaleksova,backings,2006,MK,2006-mk
Rade Vrčakovski,lyricists,Mirjana Popaleksova,backings,2006,MK,2006-mk
Severina,artist,Franjo Valentić,composers,2006,HR,2006-hr
Severina,artist,Severina,lyricists,2006,HR,2006-hr
Severina,artist,Stjepan Večković,backings,2006,HR,2006-hr
Franjo Valentić,composers,Severina,lyricists,2006,HR,2006-hr
Franjo Valentić,composers,Stjepan Večković,backings,2006,HR,2006-hr
Severina,lyricists,Stjepan Večković,backings,2006,HR,2006-hr
Christine Guldbrandsen,artist,Kjetil Fluge,writers,2006,NO,2006-no
Christine Guldbrandsen,artist,Sigrid Moldestad,backings,2006,NO,2006-no
Kjetil Fluge,writers,Sigrid Moldestad,backings,2006,NO,2006-no
Texas Lightning,artist,Jane Comerford,writers,2006,DE,2006-de
Six4One,artist,Ralph Siegel,composers,2006,CH,2006-ch
Six4One,artist,Gunter Johansen,lyricists,2006,CH,2006-ch
Ralph Siegel,composers,Gunter Johansen,lyricists,2006,CH,2006-ch
Cosmos,artist,Reinis Sējāns,composers,2006,LV,2006-lv
Cosmos,artist,Molly-Ann Leikin,lyricists,2006,LV,2006-lv
Reinis Sējāns,composers,Molly-Ann Leikin,lyricists,2006,LV,2006-lv
Sidsel Ben Semmane,artist,Niels Drevsholt,writers,2006,DK,2006-dk
Sidsel Ben Semmane,artist,Susanne Palsbøl,backings,2006,DK,2006-dk
Sidsel Ben Semmane,artist,Birgitte Næss-Schmidt,stageDirector,2006,DK,2006-dk
Niels Drevsholt,writers,Susanne Palsbøl,backings,2006,DK,2006-dk
Niels Drevsholt,writers,Birgitte Næss-Schmidt,stageDirector,2006,DK,2006-dk
Susanne Palsbøl,backings,Birgitte Næss-Schmidt,stageDirector,2006,DK,2006-dk
Daz Sampson,artist,Leeanne,backings,2006,GB,2006-gb
Daz Sampson,artist,John Matthews,writers,2006,GB,2006-gb
Leeanne,backings,John Matthews,writers,2006,GB,2006-gb
Arsenium & Natalia Gordienko,artist,Arsenium,writers,2006,MD,2006-md
Las Ketchup,artist,Laura Ramos,backings,2006,ES,2006-es
Las Ketchup,artist,Queco,writers,2006,ES,2006-es
Laura Ramos,backings,Queco,writers,2006,ES,2006-es
Virginie Pouchin,artist,Matheson Bayley,backings,2006,FR,2006-fr
Virginie Pouchin,artist,Corneille,writers,2006,FR,2006-fr
Matheson Bayley,backings,Corneille,writers,2006,FR,2006-fr
Eddie Butler,artist,Ortal Ofek,backings,2006,IL,2006-il
Eddie Butler,artist,Eddie Butler,composers,2006,IL,2006-il
Eddie Butler,artist,Osnat Zabag,lyricists,2006,IL,2006-il
Ortal Ofek,backings,Eddie Butler,composers,2006,IL,2006-il
Ortal Ofek,backings,Osnat Zabag,lyricists,2006,IL,2006-il
Eddie Butler,composers,Osnat Zabag,lyricists,2006,IL,2006-il
Fabrizio Faniello,artist,Veronica Harriet,backings,2006,MT,2006-mt
Fabrizio Faniello,artist,Fabrizio Faniello,writers,2006,MT,2006-mt
Fabrizio Faniello,artist,Alex Panayi,stageDirector,2006,MT,2006-mt
Veronica Harriet,backings,Fabrizio Faniello,writers,2006,MT,2006-mt
Veronica Harriet,backings,Alex Panayi,stageDirector,2006,MT,2006-mt
Fabrizio Faniello,writers,Alex Panayi,stageDirector,2006,MT,2006-mt
Ich Troje,artist,André Franke,composers,2006,PL,2006-pl
Ich Troje,artist,Wiliam Lennox,lyricists,2006,PL,2006-pl
André Franke,composers,Wiliam Lennox,lyricists,2006,PL,2006-pl
Kate Ryan,artist,Niklas Bergwall,writers,2006,BE,2006-be
Kate Ryan,artist,Simon Hardwick,backings,2006,BE,2006-be
Niklas Bergwall,writers,Simon Hardwick,backings,2006,BE,2006-be
Silvia Night,artist,Sigríður Beinteinsdóttir,backings,2006,IS,2006-is
Silvia Night,artist,Þorvaldur Bjarni Þorvaldsson,composers,2006,IS,2006-is
Silvia Night,artist,Silvia Night,lyricists,2006,IS,2006-is
Sigríður Beinteinsdóttir,backings,Þorvaldur Bjarni Þorvaldsson,composers,2006,IS,2006-is
Sigríður Beinteinsdóttir,backings,Silvia Night,lyricists,2006,IS,2006-is
Þorvaldur Bjarni Þorvaldsson,composers,Silvia Night,lyricists,2006,IS,2006-is
Luiz Ejlli,artist,Petrit Lulo,backings,2006,AL,2006-al
Luiz Ejlli,artist,Klodian Qafoku,composers,2006,AL,2006-al
Luiz Ejlli,artist,Dr. Flori,lyricists,2006,AL,2006-al
Petrit Lulo,backings,Klodian Qafoku,composers,2006,AL,2006-al
Petrit Lulo,backings,Dr. Flori,lyricists,2006,AL,2006-al
Klodian Qafoku,composers,Dr. Flori,lyricists,2006,AL,2006-al
Annet Artani,artist,Constantinos Andronikou,backings,2006,CY,2006-cy
Annet Artani,artist,Peter Yiannakis,writers,2006,CY,2006-cy
Constantinos Andronikou,backings,Peter Yiannakis,writers,2006,CY,2006-cy
Anžej Dežan,artist,Matjaž Vlašič,composers,2006,SI,2006-si
Anžej Dežan,artist,Urša Vlašič,lyricists,2006,SI,2006-si
Anžej Dežan,artist,Maja Slatinšek,backings,2006,SI,2006-si
Anžej Dežan,artist,Katja Lekan,dancers,2006,SI,2006-si
Matjaž Vlašič,composers,Urša Vlašič,lyricists,2006,SI,2006-si
Matjaž Vlašič,composers,Maja Slatinšek,backings,2006,SI,2006-si
Matjaž Vlašič,composers,Katja Lekan,dancers,2006,SI,2006-si
Urša Vlašič,lyricists,Maja Slatinšek,backings,2006,SI,2006-si
Urša Vlašič,lyricists,Katja Lekan,dancers,2006,SI,2006-si
Maja Slatinšek,backings,Katja Lekan,dancers,2006,SI,2006-si
Mariana Popova,artist,Dani Milev,composers,2006,BG,2006-bg
Mariana Popova,artist,Elina Gavrilova,lyricists,2006,BG,2006-bg
Mariana Popova,artist,Dani Milev,backings,2006,BG,2006-bg
Dani Milev,composers,Elina Gavrilova,lyricists,2006,BG,2006-bg
Dani Milev,composers,Dani Milev,backings,2006,BG,2006-bg
Elina Gavrilova,lyricists,Dani Milev,backings,2006,BG,2006-bg
Sandra,artist,Jelena Juzvik,backings,2006,EE,2006-ee
Sandra,artist,Pearu Paulus,composers,2006,EE,2006-ee
Sandra,artist,Jana Hallas,lyricists,2006,EE,2006-ee
Jelena Juzvik,backings,Pearu Paulus,composers,2006,EE,2006-ee
Jelena Juzvik,backings,Jana Hallas,lyricists,2006,EE,2006-ee
Pearu Paulus,composers,Jana Hallas,lyricists,2006,EE,2006-ee
Nonstop,artist,José Manuel Afonso,writers,2006,PT,2006-pt
Treble,artist,Niña van Dijk,writers,2006,NL,2006-nl
Séverine Ferrer,artist,J. Woodfeel,writers,2006,MC,2006-mc
Polina Smolova,artist,Sergey Sukhomlin,composers,2006,BY,2006-by
Polina Smolova,artist,Andrey Kostiugov,lyricists,2006,BY,2006-by
Sergey Sukhomlin,composers,Andrey Kostiugov,lyricists,2006,BY,2006-by
Jennifer,artist,Miriam Guerrero,backings,2006,AD,2006-ad
Jennifer,artist,Rafael Artesero Herrero,writers,2006,AD,2006-ad
Miriam Guerrero,backings,Rafael Artesero Herrero,writers,2006,AD,2006-ad
Marija Šerifović,artist,Vladimir Graić,composers,2007,RS,2007-rs
Marija Šerifović,artist,Saša Milošević Mare,lyricists,2007,RS,2007-rs
Marija Šerifović,artist,Suzana Dinić,backings,2007,RS,2007-rs
Marija Šerifović,artist,Gorčin Stojanović,stageDirector,2007,RS,2007-rs
Vladimir Graić,composers,Saša Milošević Mare,lyricists,2007,RS,2007-rs
Vladimir Graić,composers,Suzana Dinić,backings,2007,RS,2007-rs
Vladimir Graić,composers,Gorčin Stojanović,stageDirector,2007,RS,2007-rs
Saša Milošević Mare,lyricists,Suzana Dinić,backings,2007,RS,2007-rs
Saša Milošević Mare,lyricists,Gorčin Stojanović,stageDirector,2007,RS,2007-rs
Suzana Dinić,backings,Gorčin Stojanović,stageDirector,2007,RS,2007-rs
Verka Serduchka,artist,Andriy Danylko,writers,2007,UA,2007-ua
Verka Serduchka,artist,Vasily Goldakovskiy,backings,2007,UA,2007-ua
Andriy Danylko,writers,Vasily Goldakovskiy,backings,2007,UA,2007-ua
Serebro,artist,Maxim Fadeev,composers,2007,RU,2007-ru
Serebro,artist,Daniil Babichev,lyricists,2007,RU,2007-ru
Maxim Fadeev,composers,Daniil Babichev,lyricists,2007,RU,2007-ru
Kenan Dogulu,artist,Kenan Doğulu,writers,2007,TR,2007-tr
Kenan Dogulu,artist,Sarah Merry,backings,2007,TR,2007-tr
Kenan Doğulu,writers,Sarah Merry,backings,2007,TR,2007-tr
Elitsa Todorova & Stoyan Yankulov,artist,Stoyan Yankoulov,composers,2007,BG,2007-bg
Elitsa Todorova & Stoyan Yankulov,artist,Elitsa Todorova,lyricists,2007,BG,2007-bg
Stoyan Yankoulov,composers,Elitsa Todorova,lyricists,2007,BG,2007-bg
Dmitry Koldun,artist,Philipp Kirkorov,composers,2007,BY,2007-by
Dmitry Koldun,artist,Karen Kavaleryan,lyricists,2007,BY,2007-by
Dmitry Koldun,artist,Natalia Donchenko,backings,2007,BY,2007-by
Dmitry Koldun,artist,Fokas Evangelinos,stageDirector,2007,BY,2007-by
Philipp Kirkorov,composers,Karen Kavaleryan,lyricists,2007,BY,2007-by
Philipp Kirkorov,composers,Natalia Donchenko,backings,2007,BY,2007-by
Philipp Kirkorov,composers,Fokas Evangelinos,stageDirector,2007,BY,2007-by
Karen Kavaleryan,lyricists,Natalia Donchenko,backings,2007,BY,2007-by
Karen Kavaleryan,lyricists,Fokas Evangelinos,stageDirector,2007,BY,2007-by
Natalia Donchenko,backings,Fokas Evangelinos,stageDirector,2007,BY,2007-by
Sarbel,artist,Marcus Englöf,composers,2007,GR,2007-gr
Sarbel,artist,Mack,lyricists,2007,GR,2007-gr
Sarbel,artist,Larisa,backings,2007,GR,2007-gr
Sarbel,artist,Maria Liraraki,stageDirector,2007,GR,2007-gr
Marcus Englöf,composers,Mack,lyricists,2007,GR,2007-gr
Marcus Englöf,composers,Larisa,backings,2007,GR,2007-gr
Marcus Englöf,composers,Maria Liraraki,stageDirector,2007,GR,2007-gr
Mack,lyricists,Larisa,backings,2007,GR,2007-gr
Mack,lyricists,Maria Liraraki,stageDirector,2007,GR,2007-gr
Larisa,backings,Maria Liraraki,stageDirector,2007,GR,2007-gr
Hayko,artist,Hayko,composers,2007,AM,2007-am
Hayko,artist,Karen Kavaleryan,lyricists,2007,AM,2007-am
Hayko,artist,Tigran Petrosyan,backings,2007,AM,2007-am
Hayko,artist,Andrey Sychov,stageDirector,2007,AM,2007-am
Hayko,composers,Karen Kavaleryan,lyricists,2007,AM,2007-am
Hayko,composers,Tigran Petrosyan,backings,2007,AM,2007-am
Hayko,composers,Andrey Sychov,stageDirector,2007,AM,2007-am
Karen Kavaleryan,lyricists,Tigran Petrosyan,backings,2007,AM,2007-am
Karen Kavaleryan,lyricists,Andrey Sychov,stageDirector,2007,AM,2007-am
Tigran Petrosyan,backings,Andrey Sychov,stageDirector,2007,AM,2007-am
Magdi Rúzsa,artist,Magdi Rúzsa,composers,2007,HU,2007-hu
Magdi Rúzsa,artist,Imre Mózsik,lyricists,2007,HU,2007-hu
Magdi Rúzsa,artist,Závodi Gábor,backings,2007,HU,2007-hu
Magdi Rúzsa,composers,Imre Mózsik,lyricists,2007,HU,2007-hu
Magdi Rúzsa,composers,Závodi Gábor,backings,2007,HU,2007-hu
Imre Mózsik,lyricists,Závodi Gábor,backings,2007,HU,2007-hu
Natalia Barbu,artist,Alexandru Braşoveanu,composers,2007,MD,2007-md
Natalia Barbu,artist,Elena Buga,lyricists,2007,MD,2007-md
Alexandru Braşoveanu,composers,Elena Buga,lyricists,2007,MD,2007-md
Marija Sestic,artist,Goran Kovačić,composers,2007,BA,2007-ba
Marija Sestic,artist,Aleksandra Milutinović,lyricists,2007,BA,2007-ba
Marija Sestic,artist,Marina Đurović,backings,2007,BA,2007-ba
Goran Kovačić,composers,Aleksandra Milutinović,lyricists,2007,BA,2007-ba
Goran Kovačić,composers,Marina Đurović,backings,2007,BA,2007-ba
Aleksandra Milutinović,lyricists,Marina Đurović,backings,2007,BA,2007-ba
Sopho,artist,Beqa Jafaridze,composers,2007,GE,2007-ge
Sopho,artist,Bibi Kvachadze,lyricists,2007,GE,2007-ge
Beqa Jafaridze,composers,Bibi Kvachadze,lyricists,2007,GE,2007-ge
Todomondo,artist,Mister M,composers,2007,RO,2007-ro
Todomondo,artist,Vlad Creţu,lyricists,2007,RO,2007-ro
Mister M,composers,Vlad Creţu,lyricists,2007,RO,2007-ro
Karolina,artist,Grigor Koprov,composers,2007,MK,2007-mk
Karolina,artist,Ognen Nedelkovski,lyricists,2007,MK,2007-mk
Karolina,artist,Stevo Cjepinovski,backings,2007,MK,2007-mk
Grigor Koprov,composers,Ognen Nedelkovski,lyricists,2007,MK,2007-mk
Grigor Koprov,composers,Stevo Cjepinovski,backings,2007,MK,2007-mk
Ognen Nedelkovski,lyricists,Stevo Cjepinovski,backings,2007,MK,2007-mk
Alenka Gotar,artist,Andrej Babić,writers,2007,SI,2007-si
Alenka Gotar,artist,Rudi Bučar,backings,2007,SI,2007-si
Andrej Babić,writers,Rudi Bučar,backings,2007,SI,2007-si
Bonaparti.lv,artist,Kjell Jennstig,composers,2007,LV,2007-lv
Bonaparti.lv,artist,Torbjörn Wassenius,lyricists,2007,LV,2007-lv
Kjell Jennstig,composers,Torbjörn Wassenius,lyricists,2007,LV,2007-lv
Hanna Pakarinen,artist,Miikka Huttunen,composers,2007,FI,2007-fi
Hanna Pakarinen,artist,Martti Vuorinen,lyricists,2007,FI,2007-fi
Hanna Pakarinen,artist,Risto Niinikoski,backings,2007,FI,2007-fi
Miikka Huttunen,composers,Martti Vuorinen,lyricists,2007,FI,2007-fi
Miikka Huttunen,composers,Risto Niinikoski,backings,2007,FI,2007-fi
Martti Vuorinen,lyricists,Risto Niinikoski,backings,2007,FI,2007-fi
The Ark,artist,Ola Salo,writers,2007,SE,2007-se
Roger Cicero,artist,Matthias Hass,composers,2007,DE,2007-de
Roger Cicero,artist,Frank Ramond,lyricists,2007,DE,2007-de
Matthias Hass,composers,Frank Ramond,lyricists,2007,DE,2007-de
NASH,artist,Rebeca Rods,backings,2007,ES,2007-es
NASH,artist,Thomas G:son,composers,2007,ES,2007-es
NASH,artist,Tony Sánchez-Ohlsson,lyricists,2007,ES,2007-es
Rebeca Rods,backings,Thomas G:son,composers,2007,ES,2007-es
Rebeca Rods,backings,Tony Sánchez-Ohlsson,lyricists,2007,ES,2007-es
Thomas G:son,composers,Tony Sánchez-Ohlsson,lyricists,2007,ES,2007-es
4Fun,artist,Julija Ritčik,writers,2007,LT,2007-lt
Les Fatals Picards,artist,Yves Giraud,writers,2007,FR,2007-fr
Scooch,artist,Russ Spencer,writers,2007,GB,2007-gb
Dervish,artist,Tommy Moran,writers,2007,IE,2007-ie
Sabrina,artist,Nélson Araújo,backings,2007,PT,2007-pt
Sabrina,artist,Emanuel,composers,2007,PT,2007-pt
Sabrina,artist,Tó Maria Vinhas,lyricists,2007,PT,2007-pt
Nélson Araújo,backings,Emanuel,composers,2007,PT,2007-pt
Nélson Araújo,backings,Tó Maria Vinhas,lyricists,2007,PT,2007-pt
Emanuel,composers,Tó Maria Vinhas,lyricists,2007,PT,2007-pt
Anonymous,artist,Alejandro Martínez,writers,2007,AD,2007-ad
Anonymous,artist,Ivan,backings,2007,AD,2007-ad
Alejandro Martínez,writers,Ivan,backings,2007,AD,2007-ad
Eiríkur Hauksson,artist,Sibbi,backings,2007,IS,2007-is
Eiríkur Hauksson,artist,Sveinn Rúnar Sigurðsson,composers,2007,IS,2007-is
Eiríkur Hauksson,artist,Peter Fenner,lyricists,2007,IS,2007-is
Sibbi,backings,Sveinn Rúnar Sigurðsson,composers,2007,IS,2007-is
Sibbi,backings,Peter Fenner,lyricists,2007,IS,2007-is
Sveinn Rúnar Sigurðsson,composers,Peter Fenner,lyricists,2007,IS,2007-is
The Jet Set,artist,Mateusz Krezan,composers,2007,PL,2007-pl
The Jet Set,artist,Kamil Varen,lyricists,2007,PL,2007-pl
Mateusz Krezan,composers,Kamil Varen,lyricists,2007,PL,2007-pl
Evridiki,artist,Marianna Gerasimidou,backings,2007,CY,2007-cy
Evridiki,artist,Dimitris Korgialas,composers,2007,CY,2007-cy
Evridiki,artist,Poseidon Giannopoulos,lyricists,2007,CY,2007-cy
Marianna Gerasimidou,backings,Dimitris Korgialas,composers,2007,CY,2007-cy
Marianna Gerasimidou,backings,Poseidon Giannopoulos,lyricists,2007,CY,2007-cy
Dimitris Korgialas,composers,Poseidon Giannopoulos,lyricists,2007,CY,2007-cy
Dragonfly feat. Dado Topic,artist,Dado Topić,writers,2007,HR,2007-hr
Aida & Frederik Ndoci,artist,Adrian Hila,composers,2007,AL,2007-al
Aida & Frederik Ndoci,artist,Pandi Laço,lyricists,2007,AL,2007-al
Aida & Frederik Ndoci,artist,Aida Ndoci,backings,2007,AL,2007-al
Adrian Hila,composers,Pandi Laço,lyricists,2007,AL,2007-al
Adrian Hila,composers,Aida Ndoci,backings,2007,AL,2007-al
Pandi Laço,lyricists,Aida Ndoci,backings,2007,AL,2007-al
Guri Schanke,artist,Thomas G:son,writers,2007,NO,2007-no
Guri Schanke,artist,Karianne Kjærnes,backings,2007,NO,2007-no
Thomas G:son,writers,Karianne Kjærnes,backings,2007,NO,2007-no
DQ,artist,Claus Storgaard,backings,2007,DK,2007-dk
DQ,artist,Simon Munk,composers,2007,DK,2007-dk
DQ,artist,Peter Andersen,lyricists,2007,DK,2007-dk
DQ,artist,Birgitte Næss-Schmidt,stageDirector,2007,DK,2007-dk
DQ,artist,René Winther,dancers,2007,DK,2007-dk
Claus Storgaard,backings,Simon Munk,composers,2007,DK,2007-dk
Claus Storgaard,backings,Peter Andersen,lyricists,2007,DK,2007-dk
Claus Storgaard,backings,Birgitte Næss-Schmidt,stageDirector,2007,DK,2007-dk
Claus Storgaard,backings,René Winther,dancers,2007,DK,2007-dk
Simon Munk,composers,Peter Andersen,lyricists,2007,DK,2007-dk
Simon Munk,composers,Birgitte Næss-Schmidt,stageDirector,2007,DK,2007-dk
Simon Munk,composers,René Winther,dancers,2007,DK,2007-dk
Peter Andersen,lyricists,Birgitte Næss-Schmidt,stageDirector,2007,DK,2007-dk
Peter Andersen,lyricists,René Winther,dancers,2007,DK,2007-dk
Birgitte Næss-Schmidt,stageDirector,René Winther,dancers,2007,DK,2007-dk
DJ BoBo,artist,DJ BoBo,writers,2007,CH,2007-ch
Edsilia Rombley,artist,Tjeerd Oosterhuis,composers,2007,NL,2007-nl
Edsilia Rombley,artist,Tjeerd Oosterhuis,lyricists,2007,NL,2007-nl
Edsilia Rombley,artist,Thirza Solcer,backings,2007,NL,2007-nl
Tjeerd Oosterhuis,composers,Tjeerd Oosterhuis,lyricists,2007,NL,2007-nl
Tjeerd Oosterhuis,composers,Thirza Solcer,backings,2007,NL,2007-nl
Tjeerd Oosterhuis,lyricists,Thirza Solcer,backings,2007,NL,2007-nl
Stevan Faddy,artist,Slaven Knezović,composers,2007,ME,2007-me
Stevan Faddy,artist,Milan Perić,lyricists,2007,ME,2007-me
Stevan Faddy,artist,Svetlana Raicković,backings,2007,ME,2007-me
Slaven Knezović,composers,Milan Perić,lyricists,2007,ME,2007-me
Slaven Knezović,composers,Svetlana Raicković,backings,2007,ME,2007-me
Milan Perić,lyricists,Svetlana Raicković,backings,2007,ME,2007-me
Gerli Padar,artist,Mirjam Mesak,backings,2007,EE,2007-ee
Gerli Padar,artist,Hendrik Sal-Saller,composers,2007,EE,2007-ee
Gerli Padar,artist,Berit Veiber,lyricists,2007,EE,2007-ee
Mirjam Mesak,backings,Hendrik Sal-Saller,composers,2007,EE,2007-ee
Mirjam Mesak,backings,Berit Veiber,lyricists,2007,EE,2007-ee
Hendrik Sal-Saller,composers,Berit Veiber,lyricists,2007,EE,2007-ee
Teapacks,artist,Kobi Oz,writers,2007,IL,2007-il
Olivia Lewis,artist,Lisette Vares Uhlmann,backings,2007,MT,2007-mt
Olivia Lewis,artist,Philip Vella,composers,2007,MT,2007-mt
Olivia Lewis,artist,Gerard James Borg,lyricists,2007,MT,2007-mt
Olivia Lewis,artist,Anna Christodoulidou,stageDirector,2007,MT,2007-mt
Lisette Vares Uhlmann,backings,Philip Vella,composers,2007,MT,2007-mt
Lisette Vares Uhlmann,backings,Gerard James Borg,lyricists,2007,MT,2007-mt
Lisette Vares Uhlmann,backings,Anna Christodoulidou,stageDirector,2007,MT,2007-mt
Philip Vella,composers,Gerard James Borg,lyricists,2007,MT,2007-mt
Philip Vella,composers,Anna Christodoulidou,stageDirector,2007,MT,2007-mt
Gerard James Borg,lyricists,Anna Christodoulidou,stageDirector,2007,MT,2007-mt
The KMG's,artist,Lady Soulflower,backings,2007,BE,2007-be
The KMG's,artist,Paul Curtiz,composers,2007,BE,2007-be
The KMG's,artist,Sexyfire,lyricists,2007,BE,2007-be
Lady Soulflower,backings,Paul Curtiz,composers,2007,BE,2007-be
Lady Soulflower,backings,Sexyfire,lyricists,2007,BE,2007-be
Paul Curtiz,composers,Sexyfire,lyricists,2007,BE,2007-be
Eric Papilaya,artist,Thomas Pilat,backings,2007,AT,2007-at
Eric Papilaya,artist,Greg Usek,composers,2007,AT,2007-at
Eric Papilaya,artist,Austin Howard,lyricists,2007,AT,2007-at
Thomas Pilat,backings,Greg Usek,composers,2007,AT,2007-at
Thomas Pilat,backings,Austin Howard,lyricists,2007,AT,2007-at
Greg Usek,composers,Austin Howard,lyricists,2007,AT,2007-at
Kabát,artist,Tomáš Krulich,writers,2007,CZ,2007-cz
Dima Bilan,artist,Jim Beanz,composers,2008,RU,2008-ru
Dima Bilan,artist,Dima Bilan,lyricists,2008,RU,2008-ru
Dima Bilan,artist,Yulia Nalimova,backings,2008,RU,2008-ru
Dima Bilan,artist,Fokas Evangelinos,stageDirector,2008,RU,2008-ru
Jim Beanz,composers,Dima Bilan,lyricists,2008,RU,2008-ru
Jim Beanz,composers,Yulia Nalimova,backings,2008,RU,2008-ru
Jim Beanz,composers,Fokas Evangelinos,stageDirector,2008,RU,2008-ru
Dima Bilan,lyricists,Yulia Nalimova,backings,2008,RU,2008-ru
Dima Bilan,lyricists,Fokas Evangelinos,stageDirector,2008,RU,2008-ru
Yulia Nalimova,backings,Fokas Evangelinos,stageDirector,2008,RU,2008-ru
Ani Lorak,artist,Philipp Kirkorov,composers,2008,UA,2008-ua
Ani Lorak,artist,Karen Kavaleryan,lyricists,2008,UA,2008-ua
Ani Lorak,artist,Pykh,backings,2008,UA,2008-ua
Ani Lorak,artist,Fokas Evangelinos,stageDirector,2008,UA,2008-ua
Philipp Kirkorov,composers,Karen Kavaleryan,lyricists,2008,UA,2008-ua
Philipp Kirkorov,composers,Pykh,backings,2008,UA,2008-ua
Philipp Kirkorov,composers,Fokas Evangelinos,stageDirector,2008,UA,2008-ua
Karen Kavaleryan,lyricists,Pykh,backings,2008,UA,2008-ua
Karen Kavaleryan,lyricists,Fokas Evangelinos,stageDirector,2008,UA,2008-ua
Pykh,backings,Fokas Evangelinos,stageDirector,2008,UA,2008-ua
Kalomira,artist,Konstantinos Pantzis,composers,2008,GR,2008-gr
Kalomira,artist,Poseidon Giannopoulos,lyricists,2008,GR,2008-gr
Kalomira,artist,Victoria Halkiti,backings,2008,GR,2008-gr
Kalomira,artist,Kostas Kapetanidis,stageDirector,2008,GR,2008-gr
Konstantinos Pantzis,composers,Poseidon Giannopoulos,lyricists,2008,GR,2008-gr
Konstantinos Pantzis,composers,Victoria Halkiti,backings,2008,GR,2008-gr
Konstantinos Pantzis,composers,Kostas Kapetanidis,stageDirector,2008,GR,2008-gr
Poseidon Giannopoulos,lyricists,Victoria Halkiti,backings,2008,GR,2008-gr
